ccode,country,year,month,reign_type,milreg
475,Nigeria,1972,4,Military,1
475,Nigeria,1972,5,Military,1
475,Nigeria,1972,6,Military,1
475,Nigeria,1972,7,Military,1
475,Nigeria,1972,8,Military,1
475,Nigeria,1972,9,Military,1
475,Nigeria,1972,10,Military,1
475,Nigeria,1972,11,Military,1
475,Nigeria,1972,12,Military,1
475,Nigeria,1973,1,Military,1
475,Nigeria,1973,2,Military,1
475,Nigeria,1973,3,Military,1
475,Nigeria,1973,4,Military,1
475,Nigeria,1973,5,Military,1
475,Nigeria,1973,6,Military,1
475,Nigeria,1973,7,Military,1
475,Nigeria,1973,8,Military,1
475,Nigeria,1973,9,Military,1
475,Nigeria,1973,10,Military,1
475,Nigeria,1973,11,Military,1
475,Nigeria,1973,12,Military,1
475,Nigeria,1974,1,Military,1
475,Nigeria,1974,2,Military,1
475,Nigeria,1974,3,Military,1
475,Nigeria,1974,4,Military,1
475,Nigeria,1974,5,Military,1
475,Nigeria,1974,6,Military,1
475,Nigeria,1974,7,Military,1
475,Nigeria,1974,8,Military,1
475,Nigeria,1974,9,Military,1
475,Nigeria,1974,10,Military,1
475,Nigeria,1974,11,Military,1
475,Nigeria,1974,12,Military,1
475,Nigeria,1975,1,Military,1
475,Nigeria,1975,2,Military,1
475,Nigeria,1975,3,Military,1
475,Nigeria,1975,4,Military,1
475,Nigeria,1975,5,Military,1
475,Nigeria,1975,6,Military,1
475,Nigeria,1975,7,Military,1
475,Nigeria,1983,12,Military,1
475,Nigeria,1984,1,Military,1
475,Nigeria,1984,2,Military,1
475,Nigeria,1984,3,Military,1
475,Nigeria,1984,4,Military,1
475,Nigeria,1984,5,Military,1
475,Nigeria,1984,6,Military,1
475,Nigeria,1984,7,Military,1
475,Nigeria,1984,8,Military,1
475,Nigeria,1984,9,Military,1
475,Nigeria,1984,10,Military,1
475,Nigeria,1984,11,Military,1
475,Nigeria,1984,12,Military,1
475,Nigeria,1985,1,Military,1
475,Nigeria,1985,2,Military,1
475,Nigeria,1985,3,Military,1
475,Nigeria,1985,4,Military,1
475,Nigeria,1985,5,Military,1
475,Nigeria,1985,6,Military,1
475,Nigeria,1985,7,Military,1
475,Nigeria,1985,8,Military,1
475,Nigeria,1985,9,Military,1
475,Nigeria,1985,10,Military,1
475,Nigeria,1985,11,Military,1
475,Nigeria,1985,12,Military,1
475,Nigeria,1986,1,Military,1
475,Nigeria,1986,2,Military,1
475,Nigeria,1986,3,Military,1
475,Nigeria,1986,4,Military,1
475,Nigeria,1986,5,Military,1
475,Nigeria,1986,6,Military,1
475,Nigeria,1986,7,Military,1
475,Nigeria,1986,8,Military,1
475,Nigeria,1986,9,Military,1
475,Nigeria,1986,10,Military,1
475,Nigeria,1986,11,Military,1
475,Nigeria,1986,12,Military,1
475,Nigeria,1987,1,Military,1
475,Nigeria,1987,2,Military,1
475,Nigeria,1987,3,Military,1
475,Nigeria,1987,4,Military,1
475,Nigeria,1987,5,Military,1
475,Nigeria,1987,6,Military,1
475,Nigeria,1987,7,Military,1
475,Nigeria,1987,8,Military,1
475,Nigeria,1987,9,Military,1
475,Nigeria,1987,10,Military,1
475,Nigeria,1987,11,Military,1
475,Nigeria,1987,12,Military,1
475,Nigeria,1988,1,Military,1
475,Nigeria,1988,2,Military,1
475,Nigeria,1988,3,Military,1
475,Nigeria,1988,4,Military,1
475,Nigeria,1988,5,Military,1
475,Nigeria,1988,6,Military,1
475,Nigeria,1988,7,Military,1
475,Nigeria,1988,8,Military,1
475,Nigeria,1988,9,Military,1
475,Nigeria,1988,10,Military,1
475,Nigeria,1988,11,Military,1
475,Nigeria,1988,12,Military,1
475,Nigeria,1989,1,Military,1
475,Nigeria,1989,2,Military,1
475,Nigeria,1989,3,Military,1
475,Nigeria,1989,4,Military,1
475,Nigeria,1989,5,Military,1
475,Nigeria,1989,6,Military,1
475,Nigeria,1989,7,Military,1
475,Nigeria,1989,8,Military,1
475,Nigeria,1989,9,Military,1
475,Nigeria,1989,10,Military,1
475,Nigeria,1989,11,Military,1
475,Nigeria,1989,12,Military,1
475,Nigeria,1990,1,Military,1
475,Nigeria,1990,2,Military,1
475,Nigeria,1990,3,Military,1
475,Nigeria,1990,4,Military,1
475,Nigeria,1990,5,Military,1
475,Nigeria,1990,6,Military,1
475,Nigeria,1990,7,Military,1
475,Nigeria,1990,8,Military,1
475,Nigeria,1990,9,Military,1
475,Nigeria,1990,10,Military,1
475,Nigeria,1990,11,Military,1
475,Nigeria,1990,12,Military,1
475,Nigeria,1991,1,Military,1
475,Nigeria,1991,2,Military,1
475,Nigeria,1991,3,Military,1
475,Nigeria,1991,4,Military,1
475,Nigeria,1991,5,Military,1
475,Nigeria,1991,6,Military,1
475,Nigeria,1991,7,Military,1
475,Nigeria,1991,8,Military,1
475,Nigeria,1991,9,Military,1
475,Nigeria,1991,10,Military,1
475,Nigeria,1991,11,Military,1
475,Nigeria,1991,12,Military,1
475,Nigeria,1992,1,Military,1
475,Nigeria,1992,2,Military,1
475,Nigeria,1992,3,Military,1
475,Nigeria,1992,4,Military,1
475,Nigeria,1992,5,Military,1
475,Nigeria,1992,6,Military,1
475,Nigeria,1992,7,Military,1
475,Nigeria,1992,8,Military,1
475,Nigeria,1992,9,Military,1
475,Nigeria,1992,10,Military,1
475,Nigeria,1992,11,Military,1
475,Nigeria,1992,12,Military,1
475,Nigeria,1993,1,Military,1
475,Nigeria,1993,2,Military,1
475,Nigeria,1993,3,Military,1
475,Nigeria,1993,4,Military,1
475,Nigeria,1993,5,Military,1
475,Nigeria,1993,6,Military,1
475,Nigeria,1993,7,Military,1
475,Nigeria,1993,8,Military,1
481,Gabon,2023,8,Military,1
481,Gabon,2023,9,Military,1
481,Gabon,2023,10,Military,1
481,Gabon,2023,11,Military,1
481,Gabon,2023,12,Military,1
481,Gabon,2024,1,Military,1
481,Gabon,2024,2,Military,1
481,Gabon,2024,3,Military,1
481,Gabon,2024,4,Military,1
481,Gabon,2024,5,Military,1
481,Gabon,2024,6,Military,1
481,Gabon,2024,7,Military,1
481,Gabon,2024,8,Military,1
481,Gabon,2024,9,Military,1
481,Gabon,2024,10,Military,1
481,Gabon,2024,11,Military,1
481,Gabon,2024,12,Military,1
481,Gabon,2025,1,Military,1
481,Gabon,2025,2,Military,1
481,Gabon,2025,3,Military,1
483,Chad,1975,4,Military,1
483,Chad,1975,5,Military,1
483,Chad,1975,6,Military,1
483,Chad,1975,7,Military,1
483,Chad,1975,8,Military,1
483,Chad,1975,9,Military,1
483,Chad,1975,10,Military,1
483,Chad,1975,11,Military,1
483,Chad,1975,12,Military,1
483,Chad,1976,1,Military,1
483,Chad,1976,2,Military,1
483,Chad,1976,3,Military,1
483,Chad,1976,4,Military,1
483,Chad,1976,5,Military,1
483,Chad,1976,6,Military,1
483,Chad,1976,7,Military,1
483,Chad,1976,8,Military,1
483,Chad,1976,9,Military,1
483,Chad,1976,10,Military,1
483,Chad,1976,11,Military,1
483,Chad,1976,12,Military,1
483,Chad,1977,1,Military,1
483,Chad,1977,2,Military,1
483,Chad,1977,3,Military,1
483,Chad,1977,4,Military,1
483,Chad,1977,5,Military,1
483,Chad,1977,6,Military,1
483,Chad,1977,7,Military,1
483,Chad,1977,8,Military,1
483,Chad,1977,9,Military,1
483,Chad,1977,10,Military,1
483,Chad,1977,11,Military,1
483,Chad,1977,12,Military,1
483,Chad,1978,1,Military,1
483,Chad,1978,2,Military,1
483,Chad,1978,3,Military,1
483,Chad,1978,4,Military,1
483,Chad,1978,5,Military,1
483,Chad,1978,6,Military,1
483,Chad,1978,7,Military,1
483,Chad,1978,8,Military,1
483,Chad,1978,9,Military,1
483,Chad,1978,10,Military,1
483,Chad,1978,11,Military,1
483,Chad,1978,12,Military,1
483,Chad,1979,1,Military,1
483,Chad,1979,2,Military,1
483,Chad,1979,3,Military,1
483,Chad,2021,4,Military,1
483,Chad,2021,5,Military,1
483,Chad,2021,6,Military,1
483,Chad,2021,7,Military,1
483,Chad,2021,8,Military,1
483,Chad,2021,9,Military,1
483,Chad,2021,10,Military,1
483,Chad,2021,11,Military,1
483,Chad,2021,12,Military,1
483,Chad,2022,1,Military,1
483,Chad,2022,2,Military,1
483,Chad,2022,3,Military,1
483,Chad,2022,4,Military,1
483,Chad,2022,5,Military,1
483,Chad,2022,6,Military,1
483,Chad,2022,7,Military,1
483,Chad,2022,8,Military,1
483,Chad,2022,9,Military,1
483,Chad,2022,10,Military,1
483,Chad,2022,11,Military,1
483,Chad,2022,12,Military,1
483,Chad,2023,1,Military,1
483,Chad,2023,2,Military,1
483,Chad,2023,3,Military,1
483,Chad,2023,4,Military,1
483,Chad,2023,5,Military,1
483,Chad,2023,6,Military,1
483,Chad,2023,7,Military,1
483,Chad,2023,8,Military,1
483,Chad,2023,9,Military,1
483,Chad,2023,10,Military,1
483,Chad,2023,11,Military,1
483,Chad,2023,12,Military,1
483,Chad,2024,1,Military,1
483,Chad,2024,2,Military,1
483,Chad,2024,3,Military,1
483,Chad,2024,4,Military,1
483,Chad,2024,5,Military,1
516,Burundi,1987,9,Military,1
516,Burundi,1987,10,Military,1
516,Burundi,1987,11,Military,1
516,Burundi,1987,12,Military,1
516,Burundi,1988,1,Military,1
516,Burundi,1988,2,Military,1
516,Burundi,1988,3,Military,1
516,Burundi,1988,4,Military,1
516,Burundi,1988,5,Military,1
516,Burundi,1988,6,Military,1
516,Burundi,1988,7,Military,1
516,Burundi,1988,8,Military,1
516,Burundi,1988,9,Military,1
516,Burundi,1988,10,Military,1
516,Burundi,1988,11,Military,1
516,Burundi,1988,12,Military,1
516,Burundi,1989,1,Military,1
516,Burundi,1989,2,Military,1
516,Burundi,1989,3,Military,1
516,Burundi,1989,4,Military,1
516,Burundi,1989,5,Military,1
516,Burundi,1989,6,Military,1
516,Burundi,1989,7,Military,1
516,Burundi,1989,8,Military,1
516,Burundi,1989,9,Military,1
516,Burundi,1989,10,Military,1
516,Burundi,1989,11,Military,1
516,Burundi,1989,12,Military,1
516,Burundi,1990,1,Military,1
516,Burundi,1990,2,Military,1
516,Burundi,1990,3,Military,1
516,Burundi,1990,4,Military,1
516,Burundi,1990,5,Military,1
516,Burundi,1990,6,Military,1
516,Burundi,1990,7,Military,1
516,Burundi,1990,8,Military,1
516,Burundi,1990,9,Military,1
516,Burundi,1990,10,Military,1
516,Burundi,1990,11,Military,1
516,Burundi,1990,12,Military,1
516,Burundi,1991,1,Military,1
516,Burundi,1991,2,Military,1
516,Burundi,1991,3,Military,1
516,Burundi,1991,4,Military,1
516,Burundi,1991,5,Military,1
516,Burundi,1991,6,Military,1
516,Burundi,1991,7,Military,1
516,Burundi,1991,8,Military,1
516,Burundi,1991,9,Military,1
516,Burundi,1991,10,Military,1
516,Burundi,1991,11,Military,1
516,Burundi,1991,12,Military,1
516,Burundi,1992,1,Military,1
516,Burundi,1992,2,Military,1
516,Burundi,1992,3,Military,1
516,Burundi,1992,4,Military,1
516,Burundi,1992,5,Military,1
516,Burundi,1992,6,Military,1
516,Burundi,1992,7,Military,1
516,Burundi,1992,8,Military,1
516,Burundi,1992,9,Military,1
516,Burundi,1992,10,Military,1
516,Burundi,1992,11,Military,1
516,Burundi,1992,12,Military,1
516,Burundi,1993,1,Military,1
516,Burundi,1993,2,Military,1
516,Burundi,1993,3,Military,1
516,Burundi,1993,4,Military,1
516,Burundi,1993,5,Military,1
516,Burundi,1993,6,Military,1
516,Burundi,1993,7,Military,1
570,Lesotho,1986,1,Military,1
570,Lesotho,1986,2,Military,1
570,Lesotho,1986,3,Military,1
570,Lesotho,1986,4,Military,1
570,Lesotho,1986,5,Military,1
570,Lesotho,1986,6,Military,1
570,Lesotho,1986,7,Military,1
570,Lesotho,1986,8,Military,1
570,Lesotho,1986,9,Military,1
570,Lesotho,1986,10,Military,1
570,Lesotho,1986,11,Military,1
570,Lesotho,1986,12,Military,1
570,Lesotho,1987,1,Military,1
570,Lesotho,1987,2,Military,1
570,Lesotho,1987,3,Military,1
570,Lesotho,1987,4,Military,1
570,Lesotho,1987,5,Military,1
570,Lesotho,1987,6,Military,1
570,Lesotho,1987,7,Military,1
570,Lesotho,1987,8,Military,1
570,Lesotho,1987,9,Military,1
570,Lesotho,1987,10,Military,1
570,Lesotho,1987,11,Military,1
570,Lesotho,1987,12,Military,1
570,Lesotho,1988,1,Military,1
570,Lesotho,1988,2,Military,1
570,Lesotho,1988,3,Military,1
570,Lesotho,1988,4,Military,1
570,Lesotho,1988,5,Military,1
570,Lesotho,1988,6,Military,1
570,Lesotho,1988,7,Military,1
570,Lesotho,1988,8,Military,1
570,Lesotho,1988,9,Military,1
570,Lesotho,1988,10,Military,1
570,Lesotho,1988,11,Military,1
570,Lesotho,1988,12,Military,1
570,Lesotho,1989,1,Military,1
570,Lesotho,1989,2,Military,1
570,Lesotho,1989,3,Military,1
570,Lesotho,1989,4,Military,1
570,Lesotho,1989,5,Military,1
570,Lesotho,1989,6,Military,1
570,Lesotho,1989,7,Military,1
570,Lesotho,1989,8,Military,1
570,Lesotho,1989,9,Military,1
570,Lesotho,1989,10,Military,1
570,Lesotho,1989,11,Military,1
570,Lesotho,1989,12,Military,1
570,Lesotho,1990,1,Military,1
570,Lesotho,1990,2,Military,1
570,Lesotho,1990,3,Military,1
570,Lesotho,1990,4,Military,1
570,Lesotho,1990,5,Military,1
570,Lesotho,1990,6,Military,1
570,Lesotho,1990,7,Military,1
570,Lesotho,1990,8,Military,1
570,Lesotho,1990,9,Military,1
570,Lesotho,1990,10,Military,1
570,Lesotho,1990,11,Military,1
570,Lesotho,1990,12,Military,1
570,Lesotho,1991,1,Military,1
570,Lesotho,1991,2,Military,1
570,Lesotho,1991,3,Military,1
570,Lesotho,1991,4,Military,1
570,Lesotho,1991,5,Military,1
570,Lesotho,1991,6,Military,1
570,Lesotho,1991,7,Military,1
570,Lesotho,1991,8,Military,1
570,Lesotho,1991,9,Military,1
570,Lesotho,1991,10,Military,1
570,Lesotho,1991,11,Military,1
570,Lesotho,1991,12,Military,1
570,Lesotho,1992,1,Military,1
570,Lesotho,1992,2,Military,1
570,Lesotho,1992,3,Military,1
570,Lesotho,1992,4,Military,1
570,Lesotho,1992,5,Military,1
570,Lesotho,1992,6,Military,1
570,Lesotho,1992,7,Military,1
570,Lesotho,1992,8,Military,1
570,Lesotho,1992,9,Military,1
570,Lesotho,1992,10,Military,1
570,Lesotho,1992,11,Military,1
570,Lesotho,1992,12,Military,1
570,Lesotho,1993,1,Military,1
570,Lesotho,1993,2,Military,1
580,Madagascar,1972,5,Military,1
580,Madagascar,1972,6,Military,1
580,Madagascar,1972,7,Military,1
580,Madagascar,1972,8,Military,1
580,Madagascar,1972,9,Military,1
580,Madagascar,1972,10,Military,1
580,Madagascar,1972,11,Military,1
580,Madagascar,1972,12,Military,1
580,Madagascar,1973,1,Military,1
580,Madagascar,1973,2,Military,1
580,Madagascar,1973,3,Military,1
580,Madagascar,1973,4,Military,1
580,Madagascar,1973,5,Military,1
580,Madagascar,1973,6,Military,1
580,Madagascar,1973,7,Military,1
580,Madagascar,1973,8,Military,1
580,Madagascar,1973,9,Military,1
580,Madagascar,1973,10,Military,1
580,Madagascar,1973,11,Military,1
580,Madagascar,1973,12,Military,1
580,Madagascar,1974,1,Military,1
580,Madagascar,1974,2,Military,1
580,Madagascar,1974,3,Military,1
580,Madagascar,1974,4,Military,1
580,Madagascar,1974,5,Military,1
580,Madagascar,1974,6,Military,1
580,Madagascar,1974,7,Military,1
580,Madagascar,1974,8,Military,1
580,Madagascar,1974,9,Military,1
580,Madagascar,1974,10,Military,1
580,Madagascar,1974,11,Military,1
580,Madagascar,1974,12,Military,1
580,Madagascar,1975,1,Military,1
580,Madagascar,1975,2,Military,1
580,Madagascar,1975,3,Military,1
580,Madagascar,1975,4,Military,1
580,Madagascar,1975,5,Military,1
580,Madagascar,1975,6,Military,1
615,Algeria,1992,1,Military,1
615,Algeria,1992,2,Military,1
615,Algeria,1992,3,Military,1
615,Algeria,1992,4,Military,1
615,Algeria,1992,5,Military,1
615,Algeria,1992,6,Military,1
615,Algeria,1992,7,Military,1
615,Algeria,1992,8,Military,1
615,Algeria,1992,9,Military,1
615,Algeria,1992,10,Military,1
615,Algeria,1992,11,Military,1
615,Algeria,1992,12,Military,1
615,Algeria,1993,1,Military,1
615,Algeria,1993,2,Military,1
615,Algeria,1993,3,Military,1
615,Algeria,1993,4,Military,1
615,Algeria,1993,5,Military,1
615,Algeria,1993,6,Military,1
615,Algeria,1993,7,Military,1
615,Algeria,1993,8,Military,1
615,Algeria,1993,9,Military,1
615,Algeria,1993,10,Military,1
615,Algeria,1993,11,Military,1
615,Algeria,1993,12,Military,1
615,Algeria,1994,1,Military,1
615,Algeria,1994,2,Military,1
615,Algeria,1994,3,Military,1
615,Algeria,1994,4,Military,1
615,Algeria,1994,5,Military,1
615,Algeria,1994,6,Military,1
615,Algeria,1994,7,Military,1
615,Algeria,1994,8,Military,1
615,Algeria,1994,9,Military,1
615,Algeria,1994,10,Military,1
615,Algeria,1994,11,Military,1
615,Algeria,1994,12,Military,1
615,Algeria,1995,1,Military,1
615,Algeria,1995,2,Military,1
615,Algeria,1995,3,Military,1
615,Algeria,1995,4,Military,1
615,Algeria,1995,5,Military,1
615,Algeria,1995,6,Military,1
615,Algeria,1995,7,Military,1
615,Algeria,1995,8,Military,1
615,Algeria,1995,9,Military,1
615,Algeria,1995,10,Military,1
615,Algeria,1995,11,Military,1
615,Algeria,1995,12,Military,1
615,Algeria,1996,1,Military,1
615,Algeria,1996,2,Military,1
615,Algeria,1996,3,Military,1
615,Algeria,1996,4,Military,1
615,Algeria,1996,5,Military,1
615,Algeria,1996,6,Military,1
615,Algeria,1996,7,Military,1
615,Algeria,1996,8,Military,1
615,Algeria,1996,9,Military,1
615,Algeria,1996,10,Military,1
615,Algeria,1996,11,Military,1
615,Algeria,1996,12,Military,1
615,Algeria,1997,1,Military,1
615,Algeria,1997,2,Military,1
615,Algeria,1997,3,Military,1
615,Algeria,1997,4,Military,1
615,Algeria,1997,5,Military,1
615,Algeria,1997,6,Military,1
615,Algeria,1997,7,Military,1
615,Algeria,1997,8,Military,1
615,Algeria,1997,9,Military,1
615,Algeria,1997,10,Military,1
615,Algeria,1997,11,Military,1
615,Algeria,1997,12,Military,1
615,Algeria,1998,1,Military,1
615,Algeria,1998,2,Military,1
615,Algeria,1998,3,Military,1
615,Algeria,1998,4,Military,1
615,Algeria,1998,5,Military,1
615,Algeria,1998,6,Military,1
615,Algeria,1998,7,Military,1
615,Algeria,1998,8,Military,1
615,Algeria,1998,9,Military,1
615,Algeria,1998,10,Military,1
615,Algeria,1998,11,Military,1
615,Algeria,1998,12,Military,1
615,Algeria,1999,1,Military,1
615,Algeria,1999,2,Military,1
615,Algeria,1999,3,Military,1
615,Algeria,1999,4,Military,1
615,Algeria,1999,5,Military,1
615,Algeria,1999,6,Military,1
615,Algeria,1999,7,Military,1
615,Algeria,1999,8,Military,1
615,Algeria,1999,9,Military,1
615,Algeria,1999,10,Military,1
615,Algeria,1999,11,Military,1
615,Algeria,1999,12,Military,1
615,Algeria,2000,1,Military,1
615,Algeria,2000,2,Military,1
615,Algeria,2000,3,Military,1
615,Algeria,2000,4,Military,1
615,Algeria,2000,5,Military,1
615,Algeria,2000,6,Military,1
615,Algeria,2000,7,Military,1
615,Algeria,2000,8,Military,1
615,Algeria,2000,9,Military,1
615,Algeria,2000,10,Military,1
615,Algeria,2000,11,Military,1
615,Algeria,2000,12,Military,1
615,Algeria,2001,1,Military,1
615,Algeria,2001,2,Military,1
615,Algeria,2001,3,Military,1
615,Algeria,2001,4,Military,1
615,Algeria,2001,5,Military,1
615,Algeria,2001,6,Military,1
615,Algeria,2001,7,Military,1
615,Algeria,2001,8,Military,1
615,Algeria,2001,9,Military,1
615,Algeria,2001,10,Military,1
615,Algeria,2001,11,Military,1
615,Algeria,2001,12,Military,1
615,Algeria,2002,1,Military,1
615,Algeria,2002,2,Military,1
615,Algeria,2002,3,Military,1
615,Algeria,2002,4,Military,1
615,Algeria,2002,5,Military,1
615,Algeria,2002,6,Military,1
615,Algeria,2002,7,Military,1
615,Algeria,2002,8,Military,1
615,Algeria,2002,9,Military,1
615,Algeria,2002,10,Military,1
615,Algeria,2002,11,Military,1
615,Algeria,2002,12,Military,1
615,Algeria,2003,1,Military,1
615,Algeria,2003,2,Military,1
615,Algeria,2003,3,Military,1
615,Algeria,2003,4,Military,1
615,Algeria,2003,5,Military,1
615,Algeria,2003,6,Military,1
615,Algeria,2003,7,Military,1
615,Algeria,2003,8,Military,1
615,Algeria,2003,9,Military,1
615,Algeria,2003,10,Military,1
615,Algeria,2003,11,Military,1
615,Algeria,2003,12,Military,1
615,Algeria,2004,1,Military,1
615,Algeria,2004,2,Military,1
615,Algeria,2004,3,Military,1
615,Algeria,2004,4,Military,1
615,Algeria,2004,5,Military,1
615,Algeria,2004,6,Military,1
615,Algeria,2004,7,Military,1
615,Algeria,2004,8,Military,1
615,Algeria,2004,9,Military,1
615,Algeria,2004,10,Military,1
615,Algeria,2004,11,Military,1
615,Algeria,2004,12,Military,1
615,Algeria,2005,1,Military,1
615,Algeria,2005,2,Military,1
615,Algeria,2005,3,Military,1
615,Algeria,2005,4,Military,1
615,Algeria,2005,5,Military,1
615,Algeria,2005,6,Military,1
615,Algeria,2005,7,Military,1
615,Algeria,2005,8,Military,1
615,Algeria,2005,9,Military,1
615,Algeria,2005,10,Military,1
615,Algeria,2005,11,Military,1
615,Algeria,2005,12,Military,1
615,Algeria,2006,1,Military,1
615,Algeria,2006,2,Military,1
615,Algeria,2006,3,Military,1
615,Algeria,2006,4,Military,1
615,Algeria,2006,5,Military,1
615,Algeria,2006,6,Military,1
615,Algeria,2006,7,Military,1
615,Algeria,2006,8,Military,1
615,Algeria,2006,9,Military,1
615,Algeria,2006,10,Military,1
615,Algeria,2006,11,Military,1
615,Algeria,2006,12,Military,1
615,Algeria,2007,1,Military,1
615,Algeria,2007,2,Military,1
615,Algeria,2007,3,Military,1
615,Algeria,2007,4,Military,1
615,Algeria,2007,5,Military,1
615,Algeria,2007,6,Military,1
615,Algeria,2007,7,Military,1
615,Algeria,2007,8,Military,1
615,Algeria,2007,9,Military,1
615,Algeria,2007,10,Military,1
615,Algeria,2007,11,Military,1
615,Algeria,2007,12,Military,1
615,Algeria,2008,1,Military,1
615,Algeria,2008,2,Military,1
615,Algeria,2008,3,Military,1
615,Algeria,2008,4,Military,1
615,Algeria,2008,5,Military,1
615,Algeria,2008,6,Military,1
615,Algeria,2008,7,Military,1
615,Algeria,2008,8,Military,1
615,Algeria,2008,9,Military,1
615,Algeria,2008,10,Military,1
615,Algeria,2008,11,Military,1
615,Algeria,2008,12,Military,1
615,Algeria,2009,1,Military,1
615,Algeria,2009,2,Military,1
615,Algeria,2009,3,Military,1
615,Algeria,2009,4,Military,1
615,Algeria,2009,5,Military,1
615,Algeria,2009,6,Military,1
615,Algeria,2009,7,Military,1
615,Algeria,2009,8,Military,1
615,Algeria,2009,9,Military,1
615,Algeria,2009,10,Military,1
615,Algeria,2009,11,Military,1
615,Algeria,2009,12,Military,1
615,Algeria,2010,1,Military,1
615,Algeria,2010,2,Military,1
615,Algeria,2010,3,Military,1
615,Algeria,2010,4,Military,1
615,Algeria,2010,5,Military,1
615,Algeria,2010,6,Military,1
615,Algeria,2010,7,Military,1
615,Algeria,2010,8,Military,1
615,Algeria,2010,9,Military,1
615,Algeria,2010,10,Military,1
615,Algeria,2010,11,Military,1
615,Algeria,2010,12,Military,1
615,Algeria,2011,1,Military,1
615,Algeria,2011,2,Military,1
615,Algeria,2011,3,Military,1
615,Algeria,2011,4,Military,1
615,Algeria,2011,5,Military,1
615,Algeria,2011,6,Military,1
615,Algeria,2011,7,Military,1
615,Algeria,2011,8,Military,1
615,Algeria,2011,9,Military,1
615,Algeria,2011,10,Military,1
615,Algeria,2011,11,Military,1
615,Algeria,2011,12,Military,1
615,Algeria,2012,1,Military,1
615,Algeria,2012,2,Military,1
615,Algeria,2012,3,Military,1
615,Algeria,2012,4,Military,1
615,Algeria,2012,5,Military,1
615,Algeria,2012,6,Military,1
615,Algeria,2012,7,Military,1
615,Algeria,2012,8,Military,1
615,Algeria,2012,9,Military,1
615,Algeria,2012,10,Military,1
615,Algeria,2012,11,Military,1
615,Algeria,2012,12,Military,1
615,Algeria,2013,1,Military,1
615,Algeria,2013,2,Military,1
615,Algeria,2013,3,Military,1
615,Algeria,2013,4,Military,1
615,Algeria,2013,5,Military,1
615,Algeria,2013,6,Military,1
615,Algeria,2013,7,Military,1
615,Algeria,2013,8,Military,1
615,Algeria,2013,9,Military,1
615,Algeria,2013,10,Military,1
615,Algeria,2013,11,Military,1
615,Algeria,2013,12,Military,1
615,Algeria,2014,1,Military,1
615,Algeria,2014,2,Military,1
615,Algeria,2014,3,Military,1
615,Algeria,2014,4,Military,1
615,Algeria,2014,5,Military,1
615,Algeria,2014,6,Military,1
615,Algeria,2014,7,Military,1
615,Algeria,2014,8,Military,1
615,Algeria,2014,9,Military,1
615,Algeria,2014,10,Military,1
615,Algeria,2014,11,Military,1
615,Algeria,2014,12,Military,1
615,Algeria,2015,1,Military,1
615,Algeria,2015,2,Military,1
615,Algeria,2015,3,Military,1
615,Algeria,2015,4,Military,1
615,Algeria,2015,5,Military,1
615,Algeria,2015,6,Military,1
615,Algeria,2015,7,Military,1
615,Algeria,2015,8,Military,1
615,Algeria,2015,9,Military,1
615,Algeria,2015,10,Military,1
615,Algeria,2015,11,Military,1
615,Algeria,2015,12,Military,1
615,Algeria,2016,1,Military,1
615,Algeria,2016,2,Military,1
615,Algeria,2016,3,Military,1
615,Algeria,2016,4,Military,1
615,Algeria,2016,5,Military,1
615,Algeria,2016,6,Military,1
615,Algeria,2016,7,Military,1
615,Algeria,2016,8,Military,1
615,Algeria,2016,9,Military,1
615,Algeria,2016,10,Military,1
615,Algeria,2016,11,Military,1
615,Algeria,2016,12,Military,1
615,Algeria,2017,1,Military,1
615,Algeria,2017,2,Military,1
615,Algeria,2017,3,Military,1
615,Algeria,2017,4,Military,1
615,Algeria,2017,5,Military,1
615,Algeria,2017,6,Military,1
615,Algeria,2017,7,Military,1
615,Algeria,2017,8,Military,1
615,Algeria,2017,9,Military,1
615,Algeria,2017,10,Military,1
615,Algeria,2017,11,Military,1
615,Algeria,2017,12,Military,1
615,Algeria,2018,1,Military,1
615,Algeria,2018,2,Military,1
615,Algeria,2018,3,Military,1
615,Algeria,2018,4,Military,1
615,Algeria,2018,5,Military,1
615,Algeria,2018,6,Military,1
615,Algeria,2018,7,Military,1
615,Algeria,2018,8,Military,1
615,Algeria,2018,9,Military,1
615,Algeria,2018,10,Military,1
615,Algeria,2018,11,Military,1
615,Algeria,2018,12,Military,1
615,Algeria,2019,1,Military,1
615,Algeria,2019,2,Military,1
615,Algeria,2019,3,Military,1
615,Algeria,2019,4,Military,1
625,Sudan,1958,11,Military,1
625,Sudan,1958,12,Military,1
625,Sudan,1959,1,Military,1
625,Sudan,1959,2,Military,1
625,Sudan,1959,3,Military,1
625,Sudan,1959,4,Military,1
625,Sudan,1959,5,Military,1
625,Sudan,1959,6,Military,1
625,Sudan,1959,7,Military,1
625,Sudan,1959,8,Military,1
625,Sudan,1959,9,Military,1
625,Sudan,1959,10,Military,1
625,Sudan,1959,11,Military,1
625,Sudan,1959,12,Military,1
625,Sudan,1960,1,Military,1
625,Sudan,1960,2,Military,1
625,Sudan,1960,3,Military,1
625,Sudan,1960,4,Military,1
625,Sudan,1960,5,Military,1
625,Sudan,1960,6,Military,1
625,Sudan,1960,7,Military,1
625,Sudan,1960,8,Military,1
625,Sudan,1960,9,Military,1
625,Sudan,1960,10,Military,1
